\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2025-04-07 08:00:44,,,,,,,,,,,,,,
\\For 2025,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2025-04-04,18,15953,553,1275,978,978,5849,1062,121,3025,546,1750,16134,182
2025-04-04,19,16290,616,1322,1014,1079,5914,1120,119,3080,550,1751,16566,275
2025-04-04,20,16611,641,1360,1007,1122,6004,1150,119,3139,565,1754,16861,250
2025-04-04,21,16209,633,1381,991,1058,5859,1120,113,2995,553,1698,16401,192
2025-04-04,22,15299,624,1363,954,1009,5537,1052,111,2842,521,1556,15568,268
2025-04-04,23,14235,613,1316,876,945,5198,972,108,2665,511,1447,14651,415
2025-04-04,24,13698,599,1309,829,902,4902,909,105,2500,496,1361,13911,213
2025-04-05,1,13336,593,1267,787,896,4674,863,104,2382,506,1340,13413,77
2025-04-05,2,12850,590,1262,764,873,4517,835,105,2320,478,1388,13132,283
2025-04-05,3,12739,589,1255,766,870,4432,822,103,2306,439,1416,12998,259
2025-04-05,4,12821,589,1248,767,859,4429,822,101,2331,453,1474,13073,252
2025-04-05,5,13016,586,1243,805,862,4485,843,101,2387,465,1499,13277,261
2025-04-05,6,13477,583,1267,843,909,4658,885,104,2471,466,1625,13812,335
2025-04-05,7,14394,602,1305,882,957,4915,955,112,2621,491,1726,14566,172
2025-04-05,8,15309,618,1345,958,1023,5218,1029,114,2805,533,1806,15449,140
2025-04-05,9,16043,597,1386,1010,1107,5481,1063,121,2934,546,1862,16107,64
2025-04-05,10,16262,574,1402,1043,1136,5682,1092,124,3023,552,1897,16525,262
2025-04-05,11,16775,562,1379,1078,1149,5832,1116,126,3115,548,1924,16829,54
2025-04-05,12,16578,592,1302,1087,1152,5833,1104,124,3078,545,1907,16725,147
2025-04-05,13,16253,570,1343,1083,1096,5805,1086,123,3015,550,1884,16555,302
2025-04-05,14,16196,577,1392,1077,1068,5740,1062,119,2967,545,1856,16404,208
2025-04-05,15,16109,600,1398,1078,1104,5672,1051,115,2890,542,1850,16299,189
2025-04-05,16,16201,615,1398,1103,1145,5653,1064,119,2896,549,1853,16394,193
2025-04-05,17,16362,620,1408,1108,1199,5653,1105,121,2927,565,1818,16523,161
2025-04-05,18,16320,610,1419,1102,1193,5629,1115,119,2940,560,1779,16467,147
2025-04-05,19,16298,610,1441,1080,1189,5633,1115,116,2944,553,1752,16434,135
2025-04-05,20,16262,600,1418,1025,1173,5649,1117,117,2988,545,1726,16359,97
2025-04-05,21,15661,556,1346,992,1125,5547,1080,109,2939,527,1661,15882,221
2025-04-05,22,14870,601,1368,964,1039,5317,1030,107,2772,514,1564,15276,407
2025-04-05,23,14213,621,1352,893,928,5057,962,99,2620,502,1496,14529,316
2025-04-05,24,13577,606,1301,855,847,4804,912,95,2462,487,1407,13778,200
2025-04-06,1,12951,596,1310,820,840,4623,880,93,2388,492,1304,13346,396
2025-04-06,2,12881,586,1308,809,845,4488,860,91,2366,500,1346,13198,317
2025-04-06,3,12964,583,1302,802,856,4412,850,92,2333,489,1402,13121,157
2025-04-06,4,13129,586,1325,796,900,4393,855,92,2282,449,1482,13161,33
2025-04-06,5,13244,585,1325,788,895,4431,877,95,2358,446,1490,13290,46
2025-04-06,6,13458,584,1351,813,929,4584,912,101,2427,463,1547,13710,253
2025-04-06,7,14118,590,1381,857,980,4732,949,108,2532,485,1669,14285,166
2025-04-06,8,14636,604,1391,906,1005,4939,958,112,2614,543,1703,14776,139
2025-04-06,9,14705,586,1378,932,913,5089,921,112,2577,549,1717,14774,68
2025-04-06,10,14545,564,1349,929,773,5219,875,112,2575,557,1633,14586,41
2025-04-06,11,14444,553,1349,931,699,5341,837,112,2626,554,1546,14549,105
2025-04-06,12,14314,554,1347,930,662,5347,818,112,2620,564,1417,14372,58
2025-04-06,13,14006,491,1326,914,618,5333,800,114,2595,579,1420,14191,185
2025-04-06,14,14031,526,1300,894,546,5296,794,114,2588,573,1458,14089,57
2025-04-06,15,13985,515,1303,887,595,5297,808,115,2596,556,1532,14204,219
2025-04-06,16,14766,527,1316,928,726,5406,875,118,2723,560,1742,14921,156
2025-04-06,17,15486,536,1340,999,930,5574,985,120,2833,562,1729,15608,122
2025-04-06,18,15973,540,1387,1019,1046,5661,1066,120,2896,583,1778,16097,124
2025-04-06,19,16572,556,1428,1048,1136,5720,1141,119,2994,581,1782,16504,-68
2025-04-06,20,16931,575,1447,1051,1159,5917,1195,121,3051,571,1777,16863,-69
2025-04-06,21,16530,575,1434,1030,1135,5804,1159,119,2964,552,1733,16506,-23
2025-04-06,22,15746,566,1399,965,1075,5497,1079,116,2846,534,1657,15733,-13
2025-04-06,23,14991,554,1387,882,1004,5245,1000,111,2742,508,1580,15012,21
2025-04-06,24,14232,547,1373,852,964,4965,951,108,2647,492,1514,14413,181
